category,title,creator,publication_year,description
movie,August Rush,Kirsten Sheridan,2007,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents."
movie,Chef,Jon Favreau,2014,"A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family."
movie,Eye in the Sky,Gavin Hood,2015,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare."
movie,Eagle Eye,D.J. Caruso,2008,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move."
movie,The Purge,James DeMonaco,2013,"A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal."
movie,PK,Rajkumar Hirani,2014,"A stranger in the city asks questions no one has asked before. His childlike curiosity will take him on a journey of love, laughter, and letting go."
movie,Ender's Game,Gavin Hood,2013,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, a genocidal alien race which nearly annihilated the human race in a previous invasion."
movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,2008,"Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls."
movie,Paper Towns,Jake Schreier,2015,"After an all night adventure, Quentin's life-long crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime."
movie,High-Rise,Ben Wheatley,2015,Life for the residents of a tower block begins to run out of control.
movie,Quantum of Solace,Marc Forster,2008,"James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love."
movie,The Assignment,Walter Hill,2016,"After waking up and discovering that he has undergone gender reassignment surgery, an assassin seeks to find the doctor responsible."
movie,How to Train Your Dragon,Dean DeBlois,2010,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
movie,Lady in the Water,M. Night Shyamalan,2006,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world."
movie,The Fountain,Darren Aronofsky,2006,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi."
movie,Cars 2,John Lasseter,2011,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.
movie,31,Rob Zombie,2016,"Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns."
movie,Final Girl,Tyler Shields,2015,A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.
movie,Chalk It Up,Hisonni Johnson,2016,"When a super girly-girl is dumped by her boyfriend; she decides to do everything she can to get him back by building a college gymnastics team, quickly learning that she is capable of a lot more than just getting an MRS degree."
movie,The Man Who Knew Infinity,Matt Brown,2015,"The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy."
movie,Unknown,Jaume Collet-Serra,2011,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is."
movie,Self/less,Tarsem Singh,2015,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem."
movie,Mr. Brooks,Bruce A. Evans,2007,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.
movie,Tramps,Adam Leon,2016,A young man and woman find love in an unlikely place while carrying out a shady deal.
movie,Before We Go,Chris Evans,2014,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.
movie,Captain Phillips,Paul Greengrass,2013,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
movie,The Secret Scripture,Jim Sheridan,2016,A woman keeps a diary of her extended stay at a mental hospital.
movie,Max Steel,Stewart Hendler,2016,"The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel."
movie,Hotel Transylvania 2,Genndy Tartakovsky,2015,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel."
movie,Hancock,Peter Berg,2008,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.
movie,Sisters,Jason Moore,2015,Two sisters decide to throw one last house party before their parents sell their family home.
movie,The Family,Luc Besson,2013,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard."
movie,Zack and Miri Make a Porno,Kevin Smith,2008,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought."
movie,Ma vie de Courgette,Claude Barras,2016,"After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love."
movie,Man on a Ledge,Asger Leth,2012,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion."
movie,No Strings Attached,Ivan Reitman,2011,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more."
movie,Rescue Dawn,Werner Herzog,2006,A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.
movie,Despicable Me 2,Pierre Coffin,2013,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness."
movie,A Walk Among the Tombstones,Scott Frank,2014,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.
movie,The World's End,Edgar Wright,2013,Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.
movie,Yoga Hosers,Kevin Smith,2016,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.
movie,Seven Psychopaths,Martin McDonagh,2012,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.
movie,Beowulf,Robert Zemeckis,2007,"The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge."
movie,Jack Ryan: Shadow Recruit,Kenneth Branagh,2014,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack."
movie,1408,Mikael Håfström,2007,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror."
movie,The Gambler,Rupert Wyatt,2014,Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?
movie,Prince of Persia: The Sands of Time,Mike Newell,2010,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.
movie,The Spectacular Now,James Ponsoldt,2013,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl."""
movie,A United Kingdom,Amma Asante,2016,"The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil."
movie,USS Indianapolis: Men of Courage,Mario Van Peebles,2016,"During World War II, an American navy ship is sunk by a Japanese submarine leaving 300 crewmen stranded in shark infested waters."
movie,Turbo Kid,François Simard,2015,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord."
movie,Mama,Andrés Muschietti,2013,A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.
movie,Orphan,Jaume Collet-Serra,2009,A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.
movie,To Rome with Love,Woody Allen,2012,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into."
movie,Fantastic Mr. Fox,Wes Anderson,2009,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
movie,Inside Man,Spike Lee,2006,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
movie,I.T.,John Moore,2016,"A self-proclaimed millionaire, has his life turned upside down after firing his I.T. consultant."
movie,127 Hours,Danny Boyle,2010,"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive."
movie,Annabelle,John R. Leonetti,2014,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.
movie,Wolves at the Door,John R. Leonetti,2016,"Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of ... See full summary »"
movie,Suite Française,Saul Dibb,2014,"During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier."
movie,The Imaginarium of Doctor Parnassus,Terry Gilliam,2009,A traveling theater company gives its audience much more than they were expecting.
movie,G.I. Joe: The Rise of Cobra,Stephen Sommers,2009,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer."
movie,Christine,Antonio Campos,2016,"The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career."
movie,Man Down,Dito Montiel,2015,"In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor."
movie,Crawlspace,Phil Claydon,2016,A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife.
movie,Shut In,Farren Blackburn,2016,"A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever."
movie,The Warriors Gate,Matthias Hoene,2016,A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.
movie,Grindhouse,Robert Rodriguez,2007,Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.
movie,Disaster Movie,Jason Friedberg,2008,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events."
movie,Rocky Balboa,Sylvester Stallone,2006,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon."
movie,Diary of a Wimpy Kid: Dog Days,David Bowers,2012,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?"
movie,Jane Eyre,Cary Joji Fukunaga,2011,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.
movie,Fool's Gold,Andy Tennant,2008,A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.
movie,The Dictator,Larry Charles,2012,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.
movie,The Loft,Erik Van Looy,2014,"Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved."
movie,Bacalaureat,Cristian Mungiu,2016,A film about compromises and the implications of the parent's role.
movie,You Don't Mess with the Zohan,Dennis Dugan,2008,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.
movie,Exposed,Gee Malik Linton,2016,A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.
movie,Maudie,Aisling Walsh,2016,An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.
movie,Horrible Bosses 2,Sean Anders,2014,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme."
movie,A Bigger Splash,Luca Guadagnino,2015,The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter.
movie,Melancholia,Lars von Trier,2011,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.
movie,The Princess and the Frog,Ron Clements,2009,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."
movie,Unstoppable,Tony Scott,2010,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe."
movie,Flight,Robert Zemeckis,2012,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling."
movie,Home,Tim Johnson,2015,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference."
movie,La migliore offerta,Giuseppe Tornatore,2013,"In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ... See full summary »"
movie,Mean Dreams,Nathan Morlando,2016,"Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love."
movie,42,Brian Helgeland,2013,This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time.
movie,21,Robert Luketic,2008,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings."
movie,Begin Again,John Carney,2013,A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.
movie,Out of the Furnace,Scott Cooper,2013,"When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice."
movie,Vicky Cristina Barcelona,Woody Allen,2008,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture."
movie,Kung Fu Panda,Mark Osborne,2008,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts."
movie,Barbershop: The Next Cut,Malcolm D. Lee,2016,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood."
movie,Terminator Salvation,McG,2009,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?"
movie,Freedom Writers,Richard LaGravenese,2007,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school."
movie,The Hills Have Eyes,Alexandre Aja,2006,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization."
movie,Changeling,Clint Eastwood,2008,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day."
movie,Remember Me,Allen Coulter,2010,"A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder."
movie,Koe no katachi,Naoko Yamada,2016,"The story revolves around Nishimiya Shoko, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Ishida Shouya... See full summary »"
movie,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,2014,"Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day."
movie,Locke,Steven Knight,2013,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence."
movie,The 9th Life of Louis Drax,Alexandre Aja,2016,A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.
movie,Horns,Alexandre Aja,2013,"In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples."
movie,Indignation,James Schamus,2016,"In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War."
movie,The Stanford Prison Experiment,Kyle Patrick Alvarez,2015,Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.
movie,Diary of a Wimpy Kid: Rodrick Rules,David Bowers,2011,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond."
movie,Mission: Impossible III,J.J. Abrams,2006,Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianceé in response .
movie,En man som heter Ove,Hannes Holm,2015,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
movie,Dragonball Evolution,James Wong,2009,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power."
movie,Red Dawn,Dan Bradley,2012,A group of teenagers look to save their town from an invasion of North Korean soldiers.
movie,One Day,Lone Scherfig,2011,"After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day."
movie,Life as We Know It,Greg Berlanti,2010,Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.
movie,28 Weeks Later,Juan Carlos Fresnadillo,2007,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan."
movie,Warm Bodies,Jonathan Levine,2013,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world."
movie,Blue Jasmine,Woody Allen,2013,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love..."
movie,G.I. Joe: Retaliation,Jon M. Chu,2013,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.
movie,Wrath of the Titans,Jonathan Liebesman,2012,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world."
movie,Shin Gojira,Hideaki Anno,2016,Japan is plunged into chaos upon the appearance of a giant monster.
movie,Saving Mr. Banks,John Lee Hancock,2013,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen."
movie,Transcendence,Wally Pfister,2014,"A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program."
movie,Rio,Carlos Saldanha,2011,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams."
movie,Equals,Drake Doremus,2015,"In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society."
movie,Babel,Alejandro González Iñárritu,2006,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families."
movie,The Tree of Life,Terrence Malick,2011,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings."
movie,The Lucky One,Scott Hicks,2012,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.
movie,Piranha 3D,Alexandre Aja,2010,"After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents."
movie,50/50,Jonathan Levine,2011,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease."
movie,The Intent,Femi Oyeniran,2016,"Gunz (Dylan Duffus) is thrust into a world of excitement when he joins the TIC crew. The crew, led by the ruthless Hoodz (Scorcher), goes from low level weed peddling to full on armed ... See full summary »"
movie,This Is 40,Judd Apatow,2012,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart."
movie,Real Steel,Shawn Levy,2011,"In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot."
movie,Sex and the City,Michael Patrick King,2008,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.
movie,Rambo,Sylvester Stallone,2008,"In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit."
movie,Planet Terror,Robert Rodriguez,2007,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release."
movie,Concussion,Peter Landesman,2015,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play."
movie,The Fall,Tarsem Singh,2006,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
movie,The Ugly Truth,Robert Luketic,2009,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary »
movie,Bride Wars,Gary Winick,2009,Two best friends become rivals when they schedule their respective weddings on the same day.
movie,Sleeping with Other People,Leslye Headland,2015,"A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in."
movie,Snakes on a Plane,David R. Ellis,2006,"An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss."
movie,What If,Michael Dowse,2013,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life."
movie,How to Train Your Dragon 2,Dean DeBlois,2014,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
movie,RoboCop,José Padilha,2014,"In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer."
movie,In Dubious Battle,James Franco,2016,An activist gets caught up in the labor movement for farm workers in California during the 1930s.
movie,"Hello, My Name Is Doris",Michael Showalter,2015,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.
movie,Ocean's Thirteen,Steven Soderbergh,2007,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff."
movie,Slither,James Gunn,2006,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters."
movie,Contagion,Steven Soderbergh,2011,"Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure."
movie,Il racconto dei racconti - Tale of Tales,Matteo Garrone,2015,"From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile."
movie,I Am the Pretty Thing That Lives in the House,Oz Perkins,2016,A young nurse takes care of elderly author who lives in a haunted house.
movie,Bridge to Terabithia,Gabor Csupo,2007,A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.
movie,Coherence,James Ward Byrkit,2013,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.
movie,Notorious,George Tillman Jr.,2009,"The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm."
movie,Goksung,Hong-jin Na,2016,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.
movie,The Expendables 2,Simon West,2012,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
movie,The Girl Next Door,Gregory Wilson,2007,"Based on the Jack Ketchum novel of the same name, The Girl Next Door follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt...and the boys who witness and fail to report the crime."
movie,Perfume: The Story of a Murderer,Tom Tykwer,2006,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent."
movie,The Golden Compass,Chris Weitz,2007,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization."
movie,Centurion,Neil Marshall,2010,A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack.
movie,Scouts Guide to the Zombie Apocalypse,Christopher Landon,2015,"Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak."
movie,17 Again,Burr Steers,2009,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.
movie,No Escape,John Erick Dowdle,2015,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed."
movie,Superman Returns,Bryan Singer,2006,"Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination."
movie,The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,2011,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks."
movie,Precious,Lee Daniels,2009,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction."
movie,The Sea of Trees,Gus Van Sant,2015,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.
movie,Good Kids,Chris McCoy,2016,Four high school students look to redefine themselves after graduation.
movie,The Master,Paul Thomas Anderson,2012,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.
movie,Footloose,Craig Brewer,2011,"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace."
movie,If I Stay,R.J. Cutler,2014,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on."
movie,The Ticket,Ido Fluk,2016,A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.
movie,Detour,Christopher Smith,2016,"A young law student blindly enters into a pact with a man who offers to kill his stepfather, whom he feels is responsible for the accident that sent his mother into a coma."
movie,The Love Witch,Anna Biller,2016,A modern-day witch uses spells and magic to get men to fall in love with her.
movie,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,2006,"#1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test."
movie,The Human Centipede (First Sequence),Tom Six,2009,"A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums."
movie,Super,James Gunn,2010,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills."
